,Date,Open,High,Low,Close,Adj Close,Volume,obv,ma6,ma10,rsi6,rsi10,macd,dif,atr10,atr20,bias6,bias10,tapi
20,2016-12-16,106.260002,106.720001,105.959999,106.239998,101.149292,865800,5518400,104.18333316666667,103.73899999999999,72.08911427221533,66.39187592988783,,,1.5507319897550673,1.548449957499999,0.3427774722222215,0.250099800000001,8149.47304498255
21,2016-12-19,108.360001,110.480003,108.360001,110.220001,104.938576,1709400,7227800,105.44333266666666,104.46900029999999,84.2640979695254,77.50563528468497,,,1.8196592907795606,1.683027709624999,0.7961113888888889,0.5751000700000006,15508.981895218818
22,2016-12-20,109.370003,109.800003,109.110001,109.709999,104.453018,810500,6417300,106.57833216666667,105.16900030000002,78.96731855871022,74.02053785460235,,,1.7486933617016045,1.6543763241437488,0.5219444722222212,0.45409986999999746,7387.6584394098845
23,2016-12-21,110.029999,110.300003,109.720001,110.050003,104.776718,659500,7076800,107.4799995,105.8190003,79.97436389809559,74.85797372078007,,,1.6328244255314448,1.6011577079365615,0.4283339166666664,0.4231002700000005,5992.730413646604
24,2016-12-22,110.360001,110.419998,109.769997,109.980003,104.710083,324200,6752600,108.53833383333334,106.5060005,79.03940333498036,74.31002450426102,,,1.5345420829783005,1.5535998725397335,0.24027819444444276,0.34740024999999974,2947.8086120801436
25,2016-12-23,110.419998,110.849998,110.269997,110.730003,105.424133,183900,6936500,109.48833450000001,107.3130004,81.77830116526067,76.36923497845898,1.878187514455135,,1.4680873746804708,1.519419628912747,0.20694474999999812,0.3417002599999989,1660.7964871092797
26,2016-12-27,110.790001,111.620003,110.790001,111.510002,106.166779,308500,7245000,110.3666685,108.1740004,84.33316363551192,78.3724798812031,2.0621901410474663,,1.4102786372124236,1.4879486474671098,0.19055558333333286,0.3336001600000003,2766.5679711852217
27,2016-12-28,110.809998,111.309998,110.43,110.779999,105.471748,509900,6735100,110.46000149999999,108.78800039999999,72.86008019004134,72.02330350659986,2.124617143180515,,1.3772509734911806,1.4675513150937538,0.05333291666666895,0.19919986000000164,4602.81643439986
28,2016-12-29,110.970001,111.370003,110.699997,111.160004,105.833542,754900,7490000,110.701669,109.54100109999999,74.98583730835907,73.27553598313258,2.1796288155846923,,1.3065264761420627,1.4276740493390663,0.07638916666666755,0.16190029000000122,6791.11166638677
29,2016-12-30,112.059998,112.660004,111.269997,112.199997,106.8237,858700,8348700,111.06000133333333,110.2580009,80.10380426795743,76.47720251975369,2.2808524584587957,,1.3258738285278564,1.431290346872113,0.18999927777777734,0.19419960999999972,7653.297887343081
30,2017-01-03,110.980003,111.279999,110.150002,110.449997,105.157555,874700,7474000,111.13833366666667,110.6790008,56.68485421661965,62.481790657650066,2.1945649711555006,,1.3982859456750703,1.462225579528507,-0.11472277777777862,-0.0229003800000001,7919.420767390334
31,2017-01-04,109.839996,110.349998,109.620003,109.919998,104.652954,846200,6627800,111.00333283333333,110.64900050000001,51.24050553473488,58.85728794734304,2.059672404508717,,1.3414567511075632,1.4306140005520818,-0.18055580555555414,-0.07290025000000071,7698.326195384392
32,2017-01-05,110.800003,111.900002,110.75,111.239998,105.909706,493800,7121600,110.95833216666666,110.8020004,62.11533540428538,64.54828750233266,2.0358144402753737,,1.4053114759968062,1.4580835005244774,0.04694430555555584,0.04379976000000028,4439.050780996958
33,2017-01-06,110.559998,111.589996,110.300003,111.120003,105.795464,360200,6761400,111.0149995,110.9090004,60.63999280276583,63.65887888945874,1.9843498877817183,-0.06929673553233862,1.393779628397125,1.4496789754982533,0.017500583333332525,0.021100260000000048,3241.5405892312656
34,2017-01-09,111.019997,112.730003,111.010002,112.489998,107.099808,554800,7316200,111.23666516666667,111.1599999,70.30352718000917,69.06599907498145,2.0307023336880405,-0.01835543170081344,1.4264017655574122,1.4631950767233406,0.20888880555555525,0.13299980999999975,4931.994042705913
35,2017-01-10,112.580002,113.129997,112.580002,112.650002,107.252144,816100,8132300,111.311666,111.3519998,71.29136681395488,69.65195873199156,2.056640297475738,0.006066025669507091,1.3477614890016711,1.4220352728871737,0.2230559999999997,0.1298002199999999,7244.562676527959
36,2017-01-11,112.25,113.510002,112.190002,113.480003,108.042381,419900,8552200,111.816667,111.54899990000001,76.21620299560266,72.63917134662884,2.1197354736914633,0.05532896150818578,1.3449853401015033,1.4169335092428148,0.27722266666666684,0.1931003099999984,3700.211393191451
37,2017-01-12,113.940002,114.82,113.0,114.769997,109.270569,713900,9266100,112.62500016666667,111.9479997,81.98116351571892,76.6143095365995,2.247917990969384,0.14680918302888513,1.3924868060913522,1.4370868337806737,0.3574994722222229,0.28219973000000065,6220.26678278993
38,2017-01-13,114.769997,115.540001,114.75,115.300003,109.775169,1474200,10740300,113.30166766666666,112.36199959999999,83.90465306947291,78.0688787988971,2.365008270990913,0.21111957044033103,1.3322382254822174,1.4047325420916401,0.33305588888889065,0.2938003400000014,12785.775903232196
39,2017-01-17,115.629997,116.32,114.889999,115.910004,110.355942,1381400,12121700,114.10000116666667,112.7330003,85.97273232877593,79.68477374910904,2.478455057093356,0.25965308523421937,1.3420145029339947,1.4059959649870577,0.3016671388888881,0.31770037,11917.866899564597
40,2017-01-18,122.07,125.879997,121.940002,122.970001,117.077637,4392000,16513700,115.84666833333334,113.9850007,94.96241557886577,89.56861455643306,3.1022840085172874,0.7067856293265207,2.2048123526405954,1.834195816737705,1.1872221111111092,0.8985000299999996,35716.02800914022
41,2017-01-19,120.860001,121.989998,120.459999,121.860001,116.020836,1936700,14577000,117.38166816666667,115.179001,84.71885182127016,82.55229764966676,3.4671382125273027,0.8573118666692285,2.2353313173765357,1.86798612590082,0.7463888055555543,0.6680999999999997,15892.827704802005
42,2017-01-20,121.519997,122.309998,121.519997,122.050003,116.201729,786900,15363900,118.8100015,116.2600015,85.05010041029075,82.8084283319069,3.728637953987814,0.8950492865037916,2.090798285638881,1.8140868696057784,0.5400002500000008,0.5790001500000003,6447.35748183472
43,2017-01-23,121.970001,122.32,120.599998,122.169998,116.315971,1570600,16934500,120.043335,117.36500099999998,85.29172767410594,82.98371567739841,3.9005973189043175,0.8536069211362358,2.0537186570749926,1.809382626125489,0.3544438333333346,0.48049970000000286,12855.85680373016
44,2017-01-24,122.279999,123.0,122.07,122.550003,116.677773,975100,17909600,121.25166833333333,118.37100149999999,86.14284446570063,83.57306812261513,4.021185854734583,0.7793563655732005,1.941346791367494,1.7654134948192148,0.2163891111111127,0.41790015000000125,7956.752151201497
45,2017-01-25,122.510002,122.970001,122.269997,122.779999,116.896744,649500,18559100,122.39666749999999,119.38400120000001,86.70174481007427,83.94696847746215,4.0881858317556095,0.6770850740753813,1.8172125122307439,1.7121430200782537,0.0638885833333352,0.3395997799999989,5289.949546261195
46,2017-01-26,121.300003,122.160004,121.07,121.129997,115.325806,611200,17947900,122.09000016666666,120.1490006,64.35600276712626,71.05508773416989,3.9624655877492216,0.4410918640551946,1.8064911610076706,1.7120358190743417,-0.1600005277777754,0.09809964000000093,5045.818667030925
47,2017-01-27,121.440002,122.080002,121.040001,121.769997,115.935143,663500,18611400,122.0749995,120.8490006,68.17392262039462,72.85190385173227,3.869864649137412,0.27879274035470747,1.7298421449069026,1.678434078120624,-0.05083375000000009,0.0920996400000007,5448.797046451434
48,2017-01-30,120.910004,121.860001,120.019997,121.709999,115.878021,1161000,17450400,122.01833216666667,121.49000020000001,67.36222388706534,72.38385905605791,3.748426869323154,0.1258839684323596,1.7408583304162115,1.6865125742145923,-0.051388861111111815,0.021999879999998483,9539.068355427396
49,2017-01-31,121.639999,122.0,120.989998,121.400002,115.58287,1435700,16014700,121.8899995,122.03899999999999,62.73134773519966,69.8090990432985,3.585837088906601,-0.029364649587355185,1.6677726973745906,1.6526870455038627,-0.0816662500000002,-0.06389979999999866,11826.194203851825
50,2017-02-01,121.650002,122.110001,121.0,121.309998,115.497185,1324600,14690100,121.683332,121.8729997,61.26398475906737,69.0171200432861,3.410407886712335,-0.1638350814252969,1.6119955276371314,1.6255527432286694,-0.0622223333333333,-0.056300170000000094,10919.132980284116
51,2017-02-02,123.089996,123.190002,122.290001,122.739998,116.858665,632800,15322900,121.67666516666667,121.96099939999999,73.21110455705845,74.18691443485515,3.3481723820107163,-0.18085646890153262,1.6387963748734193,1.6382753060672364,0.17722213888888896,0.07789986000000085,5155.613575942864
52,2017-02-03,122.910004,123.57,122.870003,123.010002,117.11573,358300,15681200,121.98999933333334,122.0569993,74.96088160652373,75.05996655136718,3.282795341210189,-0.19698680776164812,1.5579169373860766,1.5978616407638744,0.17000044444444265,0.0953002699999999,2912.771272046642
53,2017-02-06,122.239998,122.629997,121.870003,122.230003,116.373108,260700,15420500,122.066667,122.06299980000001,61.121231807812016,67.70925131703919,3.1319410973783306,-0.2782728412748052,1.5161251436474692,1.5749685087256808,0.02722266666666684,0.016700319999998214,2132.864219924792
54,2017-02-07,122.029999,123.57,121.870003,123.260002,117.353752,1117200,16537700,122.32500083333332,122.1339997,69.92110315204796,71.76612893589328,3.0602239764573085,-0.27999196975666196,1.5345123292827219,1.5812199332893966,0.15583352777778003,0.11260022999999961,9063.767498559671
55,2017-02-08,123.410004,124.260002,122.989998,124.089996,118.143967,853100,17390800,122.77333316666666,122.2649994,75.32227854010144,74.62098487108028,3.035371349223368,-0.2438756775924822,1.5080614963544496,1.5656591366249268,0.21944380555555654,0.18249966000000056,6874.849121600423
56,2017-02-09,124.410004,125.550003,124.32,124.519997,118.55336,820400,18211200,123.308333,122.60399939999999,77.80052676469735,76.01693668518732,3.0156108652170417,-0.21090892927904692,1.5032560467190053,1.5603765297936807,0.20194399999999982,0.19159976000000115,6588.499998116768
57,2017-02-10,124.800003,125.25,124.150002,124.849998,118.867561,791500,19002700,123.65999966666668,122.91199950000001,79.67981913790211,77.0914139450734,2.9920879348392333,-0.18754548772548452,1.4629302420471046,1.5373576033039966,0.1983330555555535,0.1937998499999992,6339.607630590431
58,2017-02-13,126.139999,126.639999,125.75,126.5,120.438499,1052600,20055300,124.24166600000001,123.39099959999999,86.52443548607486,81.6569420277736,3.071184511496625,-0.08675912885447445,1.4956373178423945,1.549989773138797,0.3763889999999985,0.3109000400000014,8320.94861660079
59,2017-02-14,126.080002,126.5,125.620003,126.25,120.200478,1825300,18230000,124.91166550000001,123.8759994,81.53119879364463,79.0062031172298,3.078212490228239,-0.06378492009828829,1.4340732860581553,1.5164901344818573,0.22305574999999797,0.23740006000000022,14457.821782178218
60,2017-02-15,125.449997,127.279999,125.300003,127.260002,121.162071,900800,19130800,125.57833216666666,124.47099979999999,85.56869738298259,81.67629844330484,3.1292093568672215,-0.010230442767444892,1.4886655574523397,1.5396654277577644,0.2802783055555575,0.2789002200000013,7078.4220166836085
61,2017-02-16,126.550003,127.440002,126.480003,127.269997,121.1716,1023500,20154300,126.10833233333334,124.92399970000001,85.60606496752824,81.7018878440685,3.13430098335796,-0.004111053021365496,1.435798901707107,1.5106821063698768,0.1936107777777778,0.23459972999999934,8041.958231522548
62,2017-02-17,125.839996,126.879997,125.82,126.879997,120.800285,808100,19346200,126.50166566666667,125.31099920000001,76.34933099805188,77.03756348264785,3.071460508575967,-0.05356122224268667,1.4372187115363972,1.5076478510513833,0.06305522222222255,0.1568997799999991,6369.010238863735
63,2017-02-21,125.279999,127.599998,125.25,127.589996,121.476257,3895800,23242000,126.958332,125.8469985,80.86865205121944,79.41475078626823,3.043862216270128,-0.06492761163882088,1.5284966403827576,1.549765358498814,0.10527733333333344,0.17429975000000014,30533.741846029996
64,2017-02-22,125.099998,125.510002,123.580002,123.830002,117.896439,2312100,20929900,126.51333233333332,125.90399849999999,36.52042563596781,49.35163953544162,2.6876091927681642,-0.33694450811262744,1.7766463763444826,1.6727767905738737,-0.44722172222222173,-0.20739964999999927,18671.565554848334
65,2017-02-23,124.529999,124.620003,123.25,123.779999,117.848839,764500,20165400,126.10166550000001,125.8729988,36.203587235549115,49.07711688201849,2.3738767077707053,-0.5205415944880696,1.7359820387100342,1.6576381010451797,-0.38694441666666773,-0.2092999800000001,6176.280547554375
66,2017-02-24,122.290001,122.949997,121.639999,122.529999,116.65873,1442500,18722900,125.31333166666667,125.67399900000001,28.72721789391369,42.50915639354717,2.0013070775559214,-0.7144889797622831,1.7763838348390308,1.6817561959929208,-0.46388877777777776,-0.31440000000000057,11772.627207807289
67,2017-02-27,122.290001,123.019997,122.080002,122.900002,117.011002,736500,19459400,124.58499916666666,125.47899939999999,33.597979937828086,44.932952078969514,1.716116785193293,-0.7997434176999292,1.6927449513551287,1.6446681361932753,-0.28083286111111033,-0.25789973999999916,5992.676875627715
68,2017-02-28,121.5,122.220001,121.410004,121.690002,115.858986,1033500,18425900,123.72000000000001,124.9979996,26.49296315743935,38.96399541624207,1.3765959944796293,-0.9114113667308748,1.6724702562196156,1.6369346293836116,-0.33833300000000105,-0.33079975999999933,8492.891634597885
69,2017-03-01,122.5,123.919998,122.43,123.470001,117.55368,1274400,19700300,123.03333416666668,124.71999970000002,46.474480580188455,49.8526318455159,1.2368961955503437,-0.8408889325281286,1.728222830597654,1.6665876979144307,0.07277780555555324,-0.12499987000000204,10321.535512095768
70,2017-03-02,121.779999,122.550003,121.480003,121.57,115.744713,961800,18738500,122.65666716666665,124.15099950000001,34.47178811322897,41.14672136016125,0.9617820716536016,-0.8928024451398966,1.7544003475378886,1.6827582130187093,-0.18111119444444293,-0.25809995000000185,7911.491321872173
71,2017-03-03,122.760002,122.989998,121.830002,122.980003,117.087166,783800,19522300,122.52333449999999,123.72200009999999,46.72465827359476,48.55463718357446,0.8477552102341832,-0.8054634452474521,1.7209601127841005,1.6696202023677742,0.07611141666666772,-0.07419970999999918,6373.39389233874
72,2017-03-06,121.25,121.910004,120.779999,121.599998,115.773293,495300,19027000,122.36833433333334,123.1940002,38.31115880085465,42.70863252787213,0.6386710286635946,-0.8116381014544325,1.7688645015056899,1.696139392249385,-0.12805605555555624,-0.15940022000000056,4073.1908564669548
73,2017-03-07,121.25,121.389999,119.830002,119.980003,114.230911,1234500,17792500,121.88166783333334,122.4330009,30.55955133859773,36.911875921085425,0.3383499630038642,-0.8895673336913303,1.7689776513551216,1.6998322226369162,-0.31694413888889034,-0.24529978999999996,10289.214611871614
74,2017-03-08,120.82,121.169998,120.339996,120.75,114.964012,575800,18368300,121.72500083333334,122.12500070000002,37.74416101790081,41.131603873101206,0.16062410286585305,-0.8538345550634732,1.7110793862196103,1.674340361505071,-0.16250013888888995,-0.13750007000000153,4768.530020703934
75,2017-03-09,121.18,121.540001,120.660004,121.25,115.440056,405700,18774000,121.35500066666667,121.8720008,42.38887755811857,43.84172713121903,0.05943576112963456,-0.7640183174397535,1.6279711475976497,1.6346231934298174,-0.017500111111111494,-0.062200079999999505,3345.979381443299
76,2017-03-10,124.470001,125.110001,123.940002,125.0,119.010384,1016100,19790100,121.92666733333334,122.11900089999999,65.5325026326143,59.41270018863023,0.278625114343356,-0.43586317138082564,1.8511741328378846,1.7458920837583265,0.5122221111111097,0.2880999100000011,8128.8
77,2017-03-13,123.559998,124.459999,123.43,124.190002,118.239189,838100,18952000,122.12833383333333,122.24800090000001,59.35237975476087,55.705786370807,0.3825642245325298,-0.2655392489533216,1.8230567195540952,1.7370974795704097,0.34361136111111296,0.19420010999999987,6748.5303688134245
78,2017-03-14,124.769997,124.830002,123.860001,123.989998,118.048759,412900,18539100,122.52666716666666,122.47800050000001,57.738967501320346,54.76827936644223,0.44368355901654866,-0.16353593157544222,1.7377511475986853,1.698742655591889,0.2438884722222241,0.15119974999999924,3330.107320430798
79,2017-03-15,124.849998,126.309998,124.580002,126.07,120.029099,838900,19378000,123.54166666666667,122.73800039999999,68.44413783107667,62.13245196043172,0.6524389400622539,0.036175559576210436,1.7959760328388161,1.7298055228122942,0.421388888888887,0.3331999600000003,6654.239708098676
80,2017-03-16,124.889999,126.25,124.809998,126.190002,120.143341,424200,19802200,124.44833366666666,123.2000006,68.98800046907246,62.52358197709879,0.8181313333024605,0.16149436225313363,1.760378629554935,1.7153153466716797,0.29027805555555847,0.29900014000000114,3361.5975376559545
81,2017-03-17,127.190002,128.429993,126.93,127.900002,121.771416,1030300,20832500,125.55666733333332,123.69200049999999,76.0471859054791,67.79098472032905,1.0750341333248343,0.33471772982040604,1.8083398665994406,1.7415491293380954,0.39055577777777967,0.42080015000000087,8055.51199287706
82,2017-03-20,128.839996,129.160004,127.980003,128.270004,122.12368,577600,21410100,126.101668,124.3590011,77.3838802890057,68.84379110451614,1.2935759836748275,0.44260766413631925,1.7535060799394953,1.7174717728711897,0.36138933333333273,0.39110028999999996,4503.001340827899
83,2017-03-21,129.690002,129.820007,126.150002,126.32,120.26712,1398800,20011300,126.45666766666666,124.9930008,57.19726457640928,57.7835583586678,1.2945007498045982,0.35482594421287184,1.945155971945546,1.8150984342276302,-0.022777944444444625,0.1326999199999989,11073.464217859406
84,2017-03-22,127.07,129.240005,127.010002,128.919998,122.742538,529900,20541200,127.27833433333335,125.81000060000001,69.80151301181468,65.89974637791677,1.4878803842390056,0.43856446291782336,2.0426408747509917,1.870343762516249,0.27361061111110746,0.3109997399999983,4110.30102560194
85,2017-03-23,129.199997,129.699997,128.800003,129.220001,123.02816,266000,20807200,127.80333449999999,126.6070007,70.98457682012469,66.72002895816583,1.646364606268918,0.4776389479581886,1.9283761872758916,1.821826274390436,0.2361110833333342,0.2613000299999996,2058.5048594760497
86,2017-03-24,133.279999,133.550003,131.960007,132.240005,125.903442,1709800,22517000,128.81166833333333,127.33100119999999,80.3050947590486,73.7758391701242,1.9926831664773346,0.659166006533284,2.168538768548303,1.9472350606709146,0.5713894444444444,0.4909003800000008,12929.521592198973
87,2017-03-27,132.779999,133.199997,132.360001,132.699997,126.341385,2238000,24755000,129.6116675,128.1820007,81.39731632035421,74.68419487040568,2.2780012502135207,0.7555872722155761,2.0476840916934727,1.8978729076373688,0.5147215833333311,0.4517996299999993,16865.10965030391
88,2017-03-28,133.369995,134.289993,133.119995,133.789993,127.379173,1370300,26125300,130.53166566666667,129.1620002,83.93124784089842,76.79999455963599,2.562532179064249,0.8320945608530432,2.0019152825241266,1.882479062255501,0.5430545555555568,0.46279928000000153,10242.171101690692
89,2017-03-29,133.160004,133.460007,132.539993,132.910004,126.541328,358300,25767000,131.62999966666666,129.8460006,74.14662190520372,71.44379039937657,2.6860540728468436,0.7644931637085102,1.926723754271714,1.850855109142726,0.21333405555555393,0.306400339999999,2695.8091130596913
90,2017-03-30,132.380005,133.190002,132.339996,132.630005,126.27478,361100,25405900,132.24833416666664,130.49000089999998,70.98682769629883,69.72462041806878,2.7298840799660127,0.6466585366621436,1.8190519788445403,1.8008126536855886,0.06361180555556227,0.21400041000000272,2722.61167448497
91,2017-03-31,132.270004,133.190002,132.119995,132.800003,126.43663,535400,25941300,132.84500116666666,130.98000100000002,71.86050744369794,70.2082306171446,2.7466751330654375,0.5307596718092547,1.7441474809600865,1.7642723710013093,-0.007499694444443132,0.1820001999999988,4031.6264149481985
92,2017-04-03,132.350006,132.75,131.179993,132.179993,125.846313,564100,25377200,132.83499916666668,131.3709999,63.492609817286386,65.93982191086764,2.679069888250865,0.3705235415957455,1.7317337328640785,1.7570592524512443,-0.10916769444444678,0.08089931000000092,4267.665530894679
93,2017-04-04,132.300003,132.779999,131.850006,132.740005,126.379509,584000,25961200,132.84166716666667,132.01300039999998,67.58395389842653,67.8984845255531,2.64024542706278,0.2653592643261282,1.6515596595776703,1.7157059398286818,-0.01694369444444514,0.0727004600000015,4399.5779569241395
94,2017-04-05,131.600006,132.009995,130.919998,131.029999,124.751427,557200,25404000,132.38166816666669,132.2240005,47.90995869686706,56.813778391693994,2.4433283998976094,0.05475378972876577,1.6684043936199036,1.720920992837248,-0.22527819444444694,-0.11940014999999846,4252.461300865918
95,2017-04-06,130.949997,131.240005,130.550003,130.979996,124.703827,370000,25034000,132.06000016666667,132.4,47.42551788829187,56.51401665528103,2.257215636165398,-0.10508717920275679,1.5705641542579125,1.669375043195385,-0.18000069444444478,-0.14200040000000058,2824.8588433305495
96,2017-04-07,130.539993,131.649994,130.529999,131.179993,124.894241,546900,25580900,131.8183315,132.2939988,49.858938133608916,57.51031844313041,2.101631714310628,-0.2085368808460215,1.52550723883212,1.6419060410356152,-0.10638975000000055,-0.11140058000000011,4169.080875008127
97,2017-04-10,130.630005,130.789993,129.699997,129.910004,123.685097,1180800,24400100,131.336665,132.0149995,36.85895351362116,49.50744265565768,1.8544755964550461,-0.3645543989612827,1.520956114948908,1.6338105389838347,-0.23777683333333735,-0.21049955000000012,9089.369283677339
98,2017-04-11,129.639999,129.850006,128.309998,129.809998,123.589882,613200,23786900,130.94166583333333,131.61700000000002,35.972655739346564,48.91191957333356,1.631723451736832,-0.46984523494359776,1.528861103454015,1.6321203120346417,-0.18861130555555405,-0.18070020000000114,4723.8272047427345
99,2017-04-12,129.75,129.970001,128.300003,129.009995,122.828217,485300,23301600,130.3199975,131.2269991,29.226450658793155,44.1874791018317,1.3747894984477682,-0.5814233505861293,1.5429747931086126,1.6340141964329091,-0.21833374999999933,-0.22170040999999968,3761.724043164252
100,2017-04-13,129.009995,129.880005,128.339996,128.380005,122.228409,575600,22726000,129.8783318333333,130.80199910000002,24.826689195478792,40.743989645613325,1.1075652387660568,-0.6789180882142727,1.542678213797751,1.6293139366112634,-0.2497211388888824,-0.24219941000000061,4483.564243512843
101,2017-04-17,128.889999,130.289993,128.889999,130.169998,123.932625,334800,23060800,129.74333216666668,130.53899859999999,50.32416365140053,52.44386533285413,1.0283711408528404,-0.6064897489019914,1.5794091924179758,1.6433476397807003,0.07111097222221947,-0.036900059999999256,2572.021242560056
102,2017-04-18,130.380005,130.960007,129.800003,130.649994,124.389633,915700,23976500,129.654999,130.38599870000002,55.21246711733665,55.08611147649435,0.9928954329054136,-0.5135723654795348,1.537468673176177,1.6191804577916646,0.16583249999999813,0.026399529999997638,7008.8024650043235
103,2017-04-19,133.110001,133.710007,126.040001,126.889999,120.809792,3355400,20621100,129.15166483333334,129.80099810000002,28.68173338222634,37.13037564845746,0.6538434060759073,-0.6820995138472328,2.150722405858558,1.9217217349020808,-0.3769443055555565,-0.29109991000000124,26443.376360969156
104,2017-04-20,130.100006,130.820007,129.289993,130.050003,123.818398,2259500,22880600,129.1916656666667,129.7029985,51.96166371941653,51.80121694877858,0.6328332379778487,-0.5624877455562332,2.3286509652727023,2.022136048156977,0.14305622222221834,0.0347004499999997,17374.086488871515
105,2017-04-21,130.350006,130.490005,129.720001,130.029999,123.799347,1298800,21581800,129.36166633333335,129.6079988,51.83313539760634,51.71633241334778,0.607564744590718,-0.4702049911546913,2.172786268745432,1.9595294457491277,0.11138877777777623,0.04220002000000136,9988.464277385712
106,2017-04-24,133.630005,134.289993,132.710007,133.460007,127.064995,685100,22266900,130.20833333333334,129.8360002,68.07922264496938,63.20386174206809,0.8544625489786881,-0.17864574941337685,2.3815070418708895,2.074552673461672,0.541945611111108,0.3624006799999989,5133.373026123099
107,2017-04-25,134.899994,134.949997,133.860001,134.240005,127.807632,681300,22948200,130.88666783333335,130.2690003,70.76960888318727,65.29042485906953,1.100385597442454,0.05382183924031114,2.292355337683801,2.045324539788589,0.5588895277777747,0.39710047000000087,5075.238189986659
108,2017-04-26,133.039993,133.429993,132.0,132.460007,126.112923,633600,22314600,131.18833666666666,130.53400119999998,57.498555915793204,57.082790586699595,1.1385262012537396,0.07356995444127734,2.2871203039154206,2.055058562799159,0.21194505555555546,0.1926005800000013,4783.330564069803
109,2017-04-27,132.660004,133.889999,132.350006,132.949997,126.579422,453100,22767700,132.19833633333334,130.92800140000003,59.97774198578447,58.67184832419112,1.1945213045104026,0.1036520461583521,2.212407573523877,2.0293052846592,0.12527677777777532,0.20219955999999684,3408.0482153000726
