Date,Close,Adj Close,Volume,obv,ma6,ma10,rsi6,rsi10,macd,dif,atr10,atr20,bias6,bias10,tapi,year,month,day,direction
2011-03-04,45.52,32.518581,1196000,19320200,44.3266665,44.04700020000001,69.43638519636653,65.34284229139323,0.9835702938721624,-0.025175392281078682,1.0831404149850887,1.086275406395353,0.19888891666666808,0.1472999800000004,26274.16520210896,2011,3,4,-1
2011-03-07,43.799999,31.289852000000003,2177700,17142500,44.371666499999996,43.9200001,45.524909670661295,50.56838571451452,0.8801728976450391,-0.10285823080656163,1.1788263734865805,1.1339616360755858,-0.0952779166666673,-0.01200010999999961,49719.179217332865,2011,3,7,-1
2011-03-08,43.610001000000004,31.154116,1564600,15577900,44.37333366666667,43.94000020000001,43.53751340330599,49.202915740791674,0.7739765456420784,-0.16724366624761788,1.1759439361379218,1.1347636542718065,-0.12722211111111173,-0.03299992000000032,35877.09158731732,2011,3,8,-1
2011-03-09,43.27,30.911226,2185500,13392400,44.37000016666667,43.977,39.80591106581829,46.69582653443914,0.6548314431253175,-0.2291110150115031,1.14834964252413,1.1230255215582157,-0.1833333611111113,-0.07069999999999936,50508.43540559278,2011,3,9,-1
2011-03-10,40.830002,29.168144,3627600,9764800,43.80833366666667,43.7470001,22.90181035773334,33.204764958726436,0.3593779588956565,-0.4196515993929313,1.288514578271717,1.194374195480305,-0.4963886111111115,-0.2916998100000001,88846.43209177408,2011,3,10,-1
2011-03-11,41.23,29.453894000000002,3127700,12892500,43.04333366666666,43.517000200000005,28.84600961786353,36.544143177735435,0.15571050590779126,-0.4986552419046373,1.2926629204445448,1.2011553857062898,-0.3022222777777775,-0.2287000200000001,75859.810817366,2011,3,11,1
2011-03-14,41.549999,29.682495,2099400,14991900,42.38166683333333,43.312000299999994,33.749553180885094,39.24410035279382,0.01989449566479351,-0.5075770017181079,1.2273966284000897,1.173097616420975,-0.1386113055555557,-0.17620013000000015,50527.07702832917,2011,3,14,1
2011-03-15,40.759997999999996,29.118134,2188700,12803200,41.875,43.059,28.027461545169984,35.142491667361696,-0.1497608000602355,-0.5417858379545097,1.310656665560081,1.2174425855999265,-0.18583366666666612,-0.22990019999999944,53697.25484284861,2011,3,15,-1
2011-03-16,39.23,28.025133,2312400,10490800,41.144999833333344,42.5619999,20.105324694303874,28.68995566675929,-0.40302606252218,-0.6360408803331633,1.3555907990040734,1.2445703563199302,-0.31916663888889,-0.3331999900000007,58944.685189905686,2011,3,16,-1
2011-03-17,41.02,29.303869,2283700,12774500,40.769999833333344,42.0819999,42.802770281927316,42.430654890831406,-0.4540683500633378,-0.5496665342994569,1.426031819103666,1.2853418885039338,0.04166669444444437,-0.10619998999999963,55672.84251584592,2011,3,17,1
2011-03-18,40.889998999999996,29.210998999999997,1514600,11259900,40.77999933333333,41.6189998,41.76861877374797,41.780992049660526,-0.4992546283355992,-0.4758822500573746,1.3984288371932996,1.2785748940787371,0.01833327777777901,-0.07290007999999944,37040.842187352464,2011,3,18,-1
2011-03-21,42.040001000000004,30.032539,1843800,13103700,40.9149995,41.443000000000005,53.654971059921124,49.396490328888504,-0.4372294203912404,-0.33108563369041266,1.3825861534739694,1.2766462493748,0.18750024999999934,0.059700099999999874,43858.22921364821,2011,3,21,1
2011-03-22,41.77,29.839657,1875800,11227900,40.95166633333333,41.258999900000006,50.737105889134206,47.766513850273725,-0.4051900418548726,-0.23923700412323595,1.315327438126572,1.2483138869060602,0.1363889444444458,0.05110000999999968,44907.828585108924,2011,3,22,-1
2011-03-23,42.799999,30.575470000000003,1654200,12882100,41.2916665,41.211999799999994,60.55647619877463,54.175792174436296,-0.29330525192632706,-0.1018817713557523,1.3057948943139142,1.2468982925607566,0.2513887500000003,0.15879991999999987,38649.53361330686,2011,3,23,1
2011-03-24,43.07,30.768351000000003,3655300,16537400,41.9316665,41.4359996,62.88370029379134,55.75700629837266,-0.18076517717403107,0.008526642717234967,1.2532157048825228,1.2235535279327188,0.1897222500000003,0.1634000399999998,84868.81820292548,2011,3,24,1
2011-03-25,43.049999,30.754065999999998,1534300,15003100,42.26999966666667,41.6179995,62.55560777400733,55.59909715190407,-0.0921282732834996,0.07773083728621316,1.2098941343942706,1.2033758515360828,0.12999988888888814,0.14319995000000035,35639.954370266074,2011,3,25,-1
2011-03-28,43.389998999999996,30.996952,1045500,16048600,42.686666333333335,41.8019995,66.15748813178914,57.85361100124137,0.005488996411742164,0.14027848558516395,1.155904920954844,1.1767071589592788,0.11722211111111135,0.15879995000000022,24095.414245112104,2011,3,28,1
2011-03-29,43.509997999999996,31.082684000000004,1316100,17364700,42.931665833333334,42.07699950000001,67.4822650124071,58.676450117572315,0.09147978040190452,0.18101541566026105,1.1293148288593593,1.1623720010113148,0.09638869444444492,0.14329984999999965,30248.22019067893,2011,3,29,1
2011-03-30,44.349998,31.682748999999998,2029100,19393800,43.36166550000001,42.5889993,75.5289313194847,64.12417976413491,0.2248175196488731,0.2514825239257837,1.1333835459734227,1.1627535009607488,0.1647220833333319,0.1760998700000002,45751.975005726046,2011,3,30,1
2011-03-31,44.5,31.789915,2226100,21619900,43.64499900000001,42.9369993,76.76120808804029,65.038674209651,0.33868835786631024,0.2922826897145767,1.0860451913760811,1.1376158259127116,0.14250016666666573,0.15630006999999962,50024.71910112361,2011,3,31,1
2011-04-01,44.299999,31.647039000000003,1469900,20150000,43.84999883333333,43.2779993,71.03772098244995,62.67196367797195,0.4080892099413305,0.28934683343167755,1.038440672238473,1.1112350346170758,0.07500002777777819,0.1021999700000002,33180.587656446674,2011,4,1,-1
2011-04-04,44.18,31.561312,1593000,18557000,44.03833233333333,43.4919992,67.41842408904358,61.18760162119155,0.4482399378070383,0.2635980490379083,1.0045967050146256,1.0906733328862224,0.023611277777778383,0.06880007999999975,36057.039384336815,2011,4,4,-1
2011-04-05,44.43,31.739908000000003,1171900,19728900,44.21166583333334,43.7579992,71.09957067856375,63.2049275765742,0.4945319332823601,0.2479120356105841,0.9651371345131629,1.066639716241911,0.036389027777777486,0.06720007999999993,26376.322304749043,2011,4,5,1
2011-04-06,43.860001000000004,31.33271,1802300,17926600,44.26999966666667,43.8639994,54.31098722294393,55.85086867772942,0.4796948934606746,0.18645999663111884,0.9486233210618464,1.0533076804298154,-0.06833311111111229,-0.00039984000000004016,41092.110326217284,2011,4,6,-1
2011-04-07,42.84,30.604044000000002,2660200,15266400,44.01833333333334,43.8409994,36.037833720530955,45.357611108837794,0.3812362224498287,0.0704010604962183,0.9907608889556618,1.069142246408325,-0.19638888888888908,-0.10009993999999978,62096.17180205415,2011,4,7,-1
2011-04-08,42.360001000000004,30.261146999999998,1911400,13355000,43.66166683333334,43.7719996,30.28396975187123,41.300363605183946,0.26146114718549285,-0.039499211814494006,1.0086847000600954,1.0741850840879084,-0.21694430555555635,-0.1411998600000004,45122.75625300387,2011,4,8,-1
2011-04-11,42.900002,30.646912,3132400,16487400,43.428334,43.72299990000001,42.64624121618835,47.203687858548356,0.20771766488795151,-0.07459415528962833,0.9868163300540862,1.059975879883513,-0.08805533333333315,-0.08229979000000043,73016.31361229307,2011,4,11,1
2011-04-12,42.41,30.296858,2346200,14141200,43.133334000000005,43.6130001,35.74449045878055,42.8580419877631,0.12415531647948085,-0.1265252029584792,0.967134797048678,1.0464771358893377,-0.12055566666666688,-0.12030001000000043,55321.85805234615,2011,4,12,-1
2011-04-13,39.630001,28.310884,12720000,1421200,42.33333416666667,43.141000399999996,17.00653129341947,27.11950317709321,-0.16449493730470974,-0.3321403653941359,1.19342131734381,1.1556532790948706,-0.4505555277777778,-0.3510999400000003,320968.9548077478,2011,4,13,-1
2011-04-14,39.759997999999996,28.403748999999998,9850500,11271700,41.65000033333333,42.6670002,19.378102290477887,28.484027597093416,-0.37840070380450896,-0.4368369055151481,1.1550788856094294,1.1383704651401272,-0.315000388888888,-0.2907002200000001,247749.00642600638,2011,4,14,1
2011-04-15,40.040001000000004,28.603781,3202600,14474300,41.18333383333333,42.2410004,24.923192449501986,31.55109511845143,-0.5193420114176917,-0.4622225705026646,1.1055709970484862,1.1144519418831207,-0.190555472222222,-0.22009994000000005,79985.01298738731,2011,4,15,1
2011-04-18,38.73,27.667944,4048100,10426200,40.578333666666666,41.6960004,17.98027370509068,25.799394899814054,-0.728349189616992,-0.536983798961572,1.1690140973436374,1.1457294447889643,-0.30805561111111146,-0.29660003999999984,104521.0431190292,2011,4,18,-1
2011-04-19,38.290001000000004,27.353615,4360300,6065900,39.81000016666667,41.0820005,16.16525058658685,24.155991343178254,-0.9189006119712388,-0.582028177052655,1.1261128876092734,1.125443072549516,-0.2533331944444453,-0.2791999500000003,113875.68258355492,2011,4,19,-1
2011-04-20,41.68,29.775362,5491400,11557300,39.6883335,40.864000399999995,56.636148394062864,50.919739427269725,-0.7872939643915586,-0.36033722357837983,1.3585016988483465,1.2416709689220404,0.3319444166666668,0.08159995999999978,131751.4395393474,2011,4,20,1
2011-04-21,40.77,29.12528,3059700,8497600,39.878333333333345,40.657000399999994,49.01423415503093,46.070759978673905,-0.7478039246708263,-0.256677747086118,1.3606516289635118,1.2485874704759383,0.14861111111111094,0.011299960000000196,75047.82928623987,2011,4,21,-1
2011-04-25,40.990002000000004,29.28244,2383000,10880600,40.083334,40.5200005,50.930044413401696,47.4158814238238,-0.6907924357195867,-0.15973300650790268,1.2815864660671603,1.2146580969521414,0.1511113333333327,0.04700015000000022,58136.12792700035,2011,4,25,1
2011-04-26,41.639998999999996,30.143152,3900000,14780600,40.35000033333333,40.3940002,56.698651252680776,51.39562231357818,-0.5864014237410444,-0.044273595623488315,1.2504280194604438,1.2024252921045342,0.2149997777777782,0.12459988000000025,93659.94461239061,2011,4,26,1
2011-04-27,41.970001,30.382046000000003,2102700,16883300,40.890000500000006,40.3500003,59.59267345592228,53.38575293746896,-0.4716060106667826,0.056417453960618924,1.2153854175143994,1.1873041274993072,0.18000008333333284,0.16200007000000055,50100.07028591684,2011,4,27,1
2011-04-28,41.41,29.97666,4300000,12583300,41.41000033333333,40.5280002,52.453782872826096,49.55958868224662,-0.4209646014414616,0.08564709054875186,1.2418467757629594,1.2019388711243422,-5.555555541529126e-08,0.08819998000000026,103839.65225790873,2011,4,28,-1
2011-04-29,41.759997999999996,30.230021999999998,1769700,14353000,41.423333333333346,40.728000200000004,56.37342967851357,51.95101343753832,-0.34857089790092743,0.1264326352714289,1.1696621981866635,1.1678419775681248,0.056110777777777315,0.10319978000000064,42377.87559281013,2011,4,29,1
2011-05-02,41.029999,29.701572,2534400,11818600,41.466666499999995,40.82700000000001,46.731229898663386,46.80805633246264,-0.3461134048375314,0.10311210266785996,1.1656960783679973,1.1659499286897186,-0.07277791666666762,0.020299899999999132,61769.43850278915,2011,5,2,-1
2011-05-03,41.580002,30.099721999999996,2600000,14418600,41.56499983333333,41.112000200000004,53.865528139094174,50.87892441888607,-0.2963688230375823,0.12228534757424725,1.121126570531198,1.143652482255233,0.0025003611111114785,0.046800180000000316,62530.059522363656,2011,5,3,1
2011-05-04,41.630001,30.135915999999998,3958400,18377000,41.5633335,41.4460002,54.529855939683706,51.255731002250464,-0.2500292011369041,0.13489997557994038,1.1430139134780783,1.1534698581424716,0.011111250000000204,0.01840007999999997,95085.27275798046,2011,5,4,1
2011-05-05,41.119999,29.766728999999998,3200000,15177000,41.42166649999999,41.3900001,46.358757089825886,47.15599771986182,-0.2515578141647339,0.10669709004168848,1.1177124221302708,1.1402963152353482,-0.05027791666666559,-0.027000109999999463,77821.01356568612,2011,5,5,-1
2011-05-06,40.330002,29.194851,3092100,12084900,41.24166683333333,41.3460003,36.25925797914025,41.44980174672215,-0.3129083934410701,0.03627720861228178,1.124940979917244,1.1427813994735811,-0.15194413888888886,-0.10159982999999996,76669.96892288773,2011,5,6,-1
2011-05-09,41.209998999999996,29.831877000000002,2247200,14332100,41.15000033333333,41.368,50.63484408158833,49.076571270815144,-0.28720998810553056,0.04958049115825714,1.11344668192552,1.1361422294999022,0.00999977777777872,-0.015800099999999873,54530.45509658954,2011,5,9,1
2011-05-10,41.709998999999996,30.193832,2454500,16786600,41.263333666666654,41.375,57.21413146112224,52.9460679380763,-0.2239168216676504,0.09029892607690987,1.067102213732967,1.1118352180249067,0.07444422222222376,0.03349990000000034,58846.80073955407,2011,5,10,1
2011-05-11,39.529999,28.615728000000004,3900000,12886600,40.9216665,41.1309998,33.708704612517565,38.700077367816064,-0.345679533755721,-0.02517102880892857,1.216391692359671,1.1842433071236615,-0.23194458333333398,-0.16010008000000014,98659.24863797746,2011,5,11,-1
2011-05-12,40.529999,29.339624,2300000,15186600,40.73833283333333,41.0429997,45.93525045578986,46.09283442088044,-0.3573662223289347,-0.02948617390571373,1.2227527231237043,1.1890312417674789,-0.034722305555555735,-0.051300070000000635,56748.089236320986,2011,5,12,1
2011-05-13,39.639998999999996,28.695358000000002,1756600,13430000,40.49166616666667,40.830999799999994,38.376007294438246,41.181533751566064,-0.4334470612700159,-0.08445361027743592,1.224477250811334,1.1915795796791049,-0.14194452777777755,-0.11910007999999975,44313.8255376848,2011,5,13,-1
2011-05-16,39.869999,28.861851,2726300,16156300,40.414999,40.714999799999994,41.36816702637631,42.92769302583922,-0.4697674101694958,-0.09661916734153264,1.2030298257302003,1.1825007506951493,-0.0908333333333336,-0.08450008000000013,68379.73585100917,2011,5,16,1
2011-05-17,39.630001,28.68812,2845800,13310500,40.151666,40.51999970000001,38.997180007279546,41.499298453022455,-0.5120151888210103,-0.11109355679443772,1.1537267431571805,1.158875663160392,-0.08694416666666645,-0.08899986999999995,71809.23361571452,2011,5,17,-1
2011-05-18,40.349998,29.209326,1883500,15194000,39.92499916666667,40.3919994,49.43116398679447,47.340085183916685,-0.4818447112537143,-0.06473846338171335,1.1303538688414625,1.1469317800023724,0.07083313888888773,-0.004200140000000375,46679.06055410461,2011,5,18,1
2011-05-19,40.18,29.086264,2292300,12901700,40.03333266666667,40.2979995,47.14639088331999,46.13176789764586,-0.4662768589003861,-0.03933648882270807,1.0823181819573162,1.1220850410022538,0.024444555555555542,-0.011799950000000337,57050.771528123434,2011,5,19,-1
2011-05-20,39.560001,28.637451000000002,2705800,10195900,39.87166633333333,40.220999400000004,39.21388300285485,41.807515990404156,-0.4982247368697017,-0.0570274934336189,1.0610862637615843,1.1094807389521413,-0.051944222222221725,-0.06609983999999969,68397.3693529482,2011,5,20,-1
2011-05-23,37.75,27.32719,4500000,5695900,39.5566665,39.8749995,24.671687330170805,32.059556531695904,-0.6619648949725061,-0.17661412122913867,1.145977537385426,1.149506652004534,-0.3011110833333331,-0.21249995000000013,119205.29801324506,2011,5,23,-1
2011-05-24,37.919998,27.450249,3791200,9487100,39.23166633333333,39.4959994,27.693808449533247,33.67342961696109,-0.7691464901245837,-0.22703657310497305,1.1013794836468835,1.1270311694043076,-0.21861138888888831,-0.15760014000000028,99978.90822673569,2011,5,24,1
2011-05-25,38.049999,27.544359000000004,1426600,10913700,38.96833266666667,39.3479994,30.261314698629533,34.985661309624874,-0.8339850220514293,-0.2335000840254549,1.051241335282196,1.1006795109340926,-0.15305561111111152,-0.12980003999999995,37492.77365289813,2011,5,25,1
2011-05-26,37.830002,27.385105,2474400,8439300,38.54833333333333,39.07799970000001,28.22597769862236,33.730851676274355,-0.8928299570704539,-0.23387601523558346,1.0141172017539763,1.079645535387388,-0.1197218888888886,-0.12479976999999992,65408.402568945145,2011,5,26,-1
2011-05-27,38.07,27.558840000000004,1472000,9911300,38.196666666666665,38.9209998,34.03415389918355,36.49184652811787,-0.9096136986714568,-0.2005278054692692,0.9607053815785788,1.0496632086180184,-0.02111111111111086,-0.08509998000000038,38665.61597058051,2011,5,27,1
2011-05-31,39.009997999999996,28.239303999999997,1342500,11253800,38.1049995,38.8349997,52.21046827760677,46.23939023468298,-0.8374117902543291,-0.10266071764171293,0.9666348434207211,1.0481800481871175,0.15083308333333414,0.017499829999999862,34414.254520084825,2011,5,31,1
2011-06-01,38.209998999999996,27.660179,1620100,9633700,38.181666,38.6929995,40.74473269569742,40.37882637563922,-0.8351177732294629,-0.08029336049347757,0.9589712590786494,1.040270995777762,0.004722166666667249,-0.04830004999999957,42399.896425016916,2011,6,1,-1
2011-06-02,38.389998999999996,27.790483000000002,1437400,11071100,38.2599995,38.4969996,44.06153210847355,42.20996332397828,-0.8094444804238989,-0.043696054150330836,0.9250740331707844,1.019257395988874,0.021666583333333968,-0.010700059999999213,37442.04317379638,2011,6,2,1
2011-06-03,38.240002000000004,27.681906,1336600,9734500,38.29166666666666,38.3029998,41.72597722660829,41.042817736082775,-0.7920712113548802,-0.02105822806504976,0.8875669298537057,0.9957946761894302,-0.008610777777777892,-0.006299779999999799,34952.92704221093,2011,6,3,-1
2011-06-06,37.919998,27.450249,899900,8834600,38.306666,38.1389995,36.740268644855135,38.518141421783966,-0.7949606078238247,-0.01915809962719539,0.8428105368683347,0.9680050923799586,-0.0644446666666667,-0.02190014999999974,23731.54133605176,2011,6,6,-1
2011-06-07,38.689999,28.007656,1708600,10543200,38.409999166666665,38.2329994,52.96725381000879,47.20142716999174,-0.7267404186433737,0.03924967164260451,0.869529583181501,0.9751048877609604,0.046666638888889146,0.04569996000000032,44161.283126422415,2011,6,7,1
2011-06-08,37.669998,27.269276,2007300,8535900,38.186665833333336,38.2079994,37.62529119765915,39.07804736127239,-0.7463772115231606,0.015690303010254203,0.9105765248633514,0.9903495933729128,-0.08611130555555609,-0.053800139999999885,53286.43765789423,2011,6,8,-1
2011-06-09,37.889998999999996,27.428534999999997,956500,9492400,38.1333325,38.1919994,41.97531430037033,41.491197731047116,-0.7357065026794203,0.02108880948319569,0.9055189723770158,0.9838321637042672,-0.04055558333333309,-0.03020003999999972,25244.128404437277,2011,6,9,1
2011-06-10,36.57,26.472986,3063600,6428800,37.82999933333333,38.06599920000001,27.943925893959406,32.82352938831544,-0.8242612065462396,-0.05397271550689886,0.9639667751393144,1.0091404055190538,-0.20999988888888765,-0.14959992000000072,83773.58490566038,2011,6,10,-1
2011-06-13,36.509997999999996,26.429554,1101100,5327700,37.54166533333333,37.909999000000006,27.443522875642643,32.480822411866555,-0.8890348667661598,-0.09499710058145516,0.9215701976253824,0.985683435243101,-0.1719445555555552,-0.14000010000000032,30158.86223822855,2011,6,13,-1
2011-06-14,37.720001,27.30547,2254000,7581700,37.5083325,37.7809993,49.379637862023365,45.28190855350524,-0.8331275536419795,-0.03127182996581978,0.9764133778628435,1.0098993634809457,0.03527808333333363,-0.006099829999999429,59756.09597677369,2011,6,14,1
2011-06-15,36.150002,26.168951,1759800,5821900,37.08499966666667,37.574999600000005,33.574773025158976,35.56175226769668,-0.9050732820644284,-0.08257404671061498,1.0547722400765591,1.0474044953068984,-0.15583294444444462,-0.14249975999999975,48680.49523206113,2011,6,15,-1
2011-06-16,35.369999,25.604309,2275600,3546300,36.701666499999995,37.27299960000001,28.194696502070126,31.79426570807641,-1.0133492541097766,-0.15268001500477044,1.0572952160689033,1.0490343705415537,-0.22194458333333364,-0.19030006000000055,64337.01058346086,2011,6,16,-1
2011-06-17,35.380001,25.611549,1826400,5372700,36.28333350000001,36.986999499999996,28.371314181316553,31.89706318788957,-1.0858348361497576,-0.1801324776358011,1.014565794462013,1.0280827020144758,-0.15055541666666747,-0.1606998500000003,51622.38406946342,2011,6,17,1
2011-06-20,35.07,25.38714,1200300,4172400,36.033333500000005,36.7019997,25.99338968935004,30.32318840091445,-1.1549807726637056,-0.19942273131979915,0.9731094150158122,1.0066786669137522,-0.1605555833333329,-0.16319997000000014,34225.83404619333,2011,6,20,-1
2011-06-21,35.59,25.763567000000002,1698400,5870800,35.8800005,36.391999799999994,36.67665365135681,36.191284543626594,-1.1545112839192058,-0.15916259406023947,0.9457984735142312,0.9913447335680649,-0.048333416666666316,-0.08019997999999973,47721.27001966844,2011,6,21,1
